order_id,price,discount_rate,total_amount,notes
ORD0012394,3382.29,10.1,6288.14,빠른배송
ORD0012395,6263.68,19.3,9136.98,빠른배송
ORD0012396,1910.45,7.9,2624.89,배송전연락
ORD0012397,1892.07,2.8,11029.74,선물포장
ORD0012398,5731.20,17.4,13654.70,정상주문
ORD0012399,5168.47,1.8,1897.38,빠른배송
ORD0012400,3450.81,41.0,4013.79,정상주문
ORD0012401,9743.55,27.7,6338.95,배송전연락
ORD0012402,1055.73,13.6,1125.80,빠른배송
ORD0012403,1224.16,47.6,3933.67,선물포장
ORD0012404,4801.77,35.4,4243.86,카드결제
ORD0012405,374.98,8.5,4391.04,카드결제
ORD0012406,4288.14,44.3,7509.53,배송전연락
ORD0012407,2289.04,48.3,3978.20,배송전연락
ORD0012408,5609.65,16.5,14362.48,선물포장
ORD0012409,5112.40,41.4,10090.53,배송전연락
ORD0012410,608.69,46.0,13287.90,선물포장
ORD0012411,1026.05,46.6,8189.08,빠른배송
ORD0012412,1162.66,13.0,6621.75,정상주문
ORD0012413,1857.33,46.1,6341.37,배송전연락
ORD0012414,2707.44,22.6,13885.39,정상주문
ORD0012415,8018.04,35.9,4372.34,카드결제
ORD0012416,4213.62,27.1,3970.42,선물포장
ORD0012417,2271.66,25.7,11585.61,카드결제
ORD0012418,6099.55,16.3,5141.41,카드결제
ORD0012419,5397.37,18.0,10853.52,배송전연락
ORD0012420,4119.87,47.9,7267.87,선물포장
ORD0012421,2646.29,6.8,9920.55,카드결제
ORD0012422,5128.71,43.7,7530.81,배송전연락
ORD0012423,1408.71,24.6,11881.67,선물포장
ORD0012424,3095.95,23.3,1090.79,배송전연락
ORD0012425,3974.65,35.3,11108.84,정상주문
ORD0012426,3297.38,33.4,10540.23,빠른배송
ORD0012427,2352.76,15.3,1230.56,카드결제
ORD0012428,6762.77,33.6,13008.43,배송전연락
ORD0012429,3245.54,39.7,6580.14,정상주문
ORD0012430,2586.14,36.1,4174.96,카드결제
ORD0012431,3183.66,30.7,2921.12,배송전연락
ORD0012432,9251.65,1.4,1839.72,선물포장
ORD0012433,982.27,30.7,11571.45,배송전연락
ORD0012434,1988.35,14.1,3040.01,선물포장
ORD0012435,3500.52,12.4,10239.55,배송전연락
ORD0012436,6174.89,32.8,5441.85,선물포장
ORD0012437,8346.60,9.0,14368.59,배송전연락
ORD0012438,9993.62,21.0,10755.18,정상주문
ORD0012439,9723.72,42.3,11560.96,배송전연락
ORD0012440,7386.92,37.1,5253.04,정상주문
ORD0012441,1912.97,13.2,11959.16,정상주문
ORD0012442,8231.14,1.7,14080.16,정상주문
ORD0012443,9592.17,39.3,6288.96,정상주문
ORD0012444,8457.53,15.6,3974.91,선물포장
ORD0012445,3941.66,34.3,6032.16,정상주문
ORD0012446,2567.68,2.6,7466.13,카드결제
ORD0012447,5573.83,46.3,6181.05,배송전연락
ORD0012448,6163.79,38.8,8459.39,배송전연락
ORD0012449,639.29,33.3,13270.80,선물포장
ORD0012450,4527.75,7.0,14424.67,빠른배송
ORD0012451,152.27,12.6,9801.11,선물포장
ORD0012452,9388.51,37.5,12245.16,배송전연락
ORD0012453,6039.88,25.8,7195.85,빠른배송
ORD0012454,9627.26,28.5,3582.53,배송전연락
ORD0012455,5451.52,5.7,283.14,배송전연락
ORD0012456,1599.26,49.5,2640.89,선물포장
ORD0012457,7722.19,4.1,7714.28,정상주문
ORD0012458,830.06,14.9,4424.11,정상주문
ORD0012459,4890.01,1.5,1038.97,배송전연락
ORD0012460,1258.61,46.0,7385.61,배송전연락
ORD0012461,8836.37,39.7,11349.31,빠른배송
ORD0012462,7342.27,13.6,6132.19,빠른배송
ORD0012463,661.68,16.5,5624.78,카드결제
ORD0012464,9232.76,31.6,12099.09,배송전연락
ORD0012465,2613.28,31.0,6421.78,빠른배송
ORD0012466,1982.30,17.5,10478.56,정상주문
ORD0012467,752.43,2.0,12298.58,카드결제
ORD0012468,6232.89,31.3,2351.93,정상주문
ORD0012469,5535.50,35.9,11621.73,카드결제
ORD0012470,4004.74,30.5,3437.82,정상주문
ORD0012471,7212.47,26.4,270.62,선물포장
ORD0012472,4105.19,21.1,1694.27,정상주문
ORD0012473,513.49,39.3,6081.80,카드결제
ORD0012474,7850.64,40.5,3548.94,카드결제
ORD0012475,9297.37,2.8,11681.94,카드결제
ORD0012476,4582.18,17.6,3915.15,정상주문
ORD0012477,7346.84,34.5,3952.19,카드결제
ORD0012478,5055.61,8.5,9343.40,카드결제
ORD0012479,727.27,22.4,6698.62,선물포장
ORD0012480,7975.93,0.3,2952.10,배송전연락
ORD0012481,2110.51,18.4,10135.34,선물포장
ORD0012482,9669.00,12.2,12764.77,선물포장
ORD0012483,2221.72,30.7,5641.93,정상주문
ORD0012484,1825.99,10.4,6573.46,배송전연락
ORD0012485,8779.20,15.7,14115.42,배송전연락
ORD0012486,2923.79,35.4,6236.86,정상주문
ORD0012487,9274.91,2.9,13690.85,카드결제
ORD0012488,338.03,47.5,14586.45,카드결제
ORD0012489,8771.21,19.5,9101.12,정상주문
ORD0012490,2041.94,42.3,10767.50,빠른배송
ORD0012491,5898.55,37.8,3468.42,배송전연락
ORD0012492,9381.61,49.4,11248.80,선물포장
ORD0012493,9611.10,19.6,1278.48,정상주문
ORD0012494,1220.87,30.8,3845.67,빠른배송
ORD0012495,7149.57,41.4,13761.08,정상주문
ORD0012496,2610.39,24.2,9903.28,정상주문
ORD0012497,8988.51,48.8,7375.92,정상주문
ORD0012498,9849.02,47.9,2135.70,선물포장
ORD0012499,1686.55,8.8,11411.15,빠른배송
ORD0012500,3563.00,32.0,5334.26,카드결제
ORD0012501,6145.24,36.0,8542.93,카드결제
ORD0012502,6078.17,0.3,6946.87,정상주문
ORD0012503,1882.33,39.2,5866.14,정상주문
ORD0012504,1051.91,15.7,8545.09,카드결제
ORD0012505,4731.30,16.7,3605.10,카드결제
ORD0012506,9047.65,39.1,643.34,배송전연락
ORD0012507,647.81,32.2,10355.59,선물포장
ORD0012508,1927.53,48.4,307.22,빠른배송
ORD0012509,8799.14,42.6,7727.65,배송전연락
ORD0012510,3166.23,40.0,5155.06,카드결제
ORD0012511,389.86,35.6,3431.47,빠른배송
ORD0012512,7031.51,47.5,2748.42,카드결제
ORD0012513,5433.62,33.9,4753.29,빠른배송
ORD0012514,407.61,20.4,8927.11,카드결제
ORD0012515,7758.25,44.3,4536.29,카드결제
ORD0012516,1935.66,8.7,4100.72,선물포장
ORD0012517,5046.72,41.6,9753.33,정상주문
ORD0012518,3449.22,16.2,11050.31,카드결제
ORD0012519,9290.26,50.0,6460.63,빠른배송
ORD0012520,2021.89,36.6,1938.53,정상주문
ORD0012521,4522.92,29.6,10808.56,배송전연락
ORD0012522,504.63,15.3,5664.43,카드결제
ORD0012523,4962.48,32.5,4035.75,정상주문
ORD0012524,4099.68,11.4,4947.69,카드결제
ORD0012525,6620.30,1.3,7441.00,배송전연락
ORD0012526,1965.77,38.6,9771.48,정상주문
ORD0012527,6200.56,8.8,11682.97,카드결제
ORD0012528,3367.34,1.7,1274.41,빠른배송
ORD0012529,7634.24,37.0,13078.90,배송전연락
ORD0012530,4033.32,6.1,11298.33,선물포장
ORD0012531,161.88,21.6,4844.58,빠른배송
ORD0012532,9355.01,38.8,3334.95,카드결제
ORD0012533,6929.18,33.6,1591.78,정상주문
ORD0012534,8381.22,8.4,9797.34,카드결제
ORD0012535,5976.68,15.8,3908.13,카드결제
ORD0012536,3290.25,4.1,818.55,빠른배송
ORD0012537,3216.25,43.1,427.68,빠른배송
ORD0012538,4679.74,29.4,3038.47,선물포장
ORD0012539,3182.02,34.7,11870.41,정상주문
ORD0012540,9658.16,5.6,8863.99,카드결제
ORD0012541,2806.43,43.1,1989.55,선물포장
ORD0012542,4168.36,48.8,9824.25,카드결제
ORD0012543,8932.05,1.0,7203.27,배송전연락
ORD0012544,5513.15,3.0,9347.14,카드결제
ORD0012545,3623.81,37.2,7146.40,정상주문
ORD0012546,5474.81,40.3,1111.32,정상주문
ORD0012547,5894.37,49.4,10959.02,카드결제
ORD0012548,3285.01,35.1,2586.62,카드결제
ORD0012549,3027.99,50.0,11160.08,배송전연락
ORD0012550,3617.56,12.7,3027.85,선물포장
ORD0012551,5421.23,29.8,4825.52,빠른배송
ORD0012552,1134.61,27.0,2689.88,배송전연락
ORD0012553,2941.60,43.3,5924.92,선물포장
ORD0012554,1590.60,44.3,6086.22,카드결제
ORD0012555,7468.26,24.3,1733.65,정상주문
ORD0012556,215.60,44.4,2300.97,카드결제
ORD0012557,7812.88,18.7,11266.18,정상주문
ORD0012558,3569.63,4.6,1114.05,빠른배송
ORD0012559,3886.25,32.3,7264.87,배송전연락
ORD0012560,5031.01,41.1,10808.66,카드결제
ORD0012561,4290.75,1.3,11879.29,빠른배송
ORD0012562,493.73,2.6,451.14,빠른배송
ORD0012563,8593.81,39.7,12905.25,빠른배송
ORD0012564,1468.10,32.9,4541.91,배송전연락
ORD0012565,493.69,49.9,2567.66,빠른배송
ORD0012566,5393.12,44.0,4226.10,카드결제
ORD0012567,2113.74,14.2,7560.76,배송전연락
ORD0012568,4171.54,48.3,1650.26,카드결제
ORD0012569,158.51,16.5,5154.80,배송전연락
ORD0012570,1178.66,40.2,9321.12,정상주문
ORD0012571,1723.05,14.3,9759.37,빠른배송
ORD0012572,9649.30,30.6,2564.09,선물포장
ORD0012573,8508.47,25.8,14830.52,선물포장
ORD0012574,7589.58,36.2,3077.16,정상주문
ORD0012575,7307.24,6.0,13304.43,빠른배송
ORD0012576,7846.00,36.6,13054.06,정상주문
ORD0012577,394.57,29.5,11978.70,선물포장
ORD0012578,3820.07,30.9,10582.72,배송전연락
ORD0012579,9720.64,24.4,4077.75,카드결제
ORD0012580,4080.22,24.2,11086.70,카드결제
ORD0012581,9168.11,43.2,12503.22,선물포장
ORD0012582,3259.37,39.2,1102.16,빠른배송
ORD0012583,9084.89,20.2,4638.64,배송전연락
ORD0012584,2637.75,36.3,5789.50,선물포장
ORD0012585,6471.91,41.0,6151.73,빠른배송
ORD0012586,9112.40,28.3,4864.75,카드결제
ORD0012587,7633.24,2.2,8523.40,정상주문
ORD0012588,8569.78,40.8,10474.34,배송전연락
ORD0012589,8483.14,28.1,3125.49,빠른배송
ORD0012590,4338.35,45.3,7520.34,정상주문
ORD0012591,3932.78,24.1,1904.98,빠른배송
ORD0012592,9878.03,9.8,2970.85,선물포장
ORD0012593,3087.04,9.4,11173.59,선물포장
ORD0012594,1491.56,4.7,1175.55,정상주문
ORD0012595,7880.14,45.2,7370.20,카드결제
ORD0012596,783.37,18.3,7468.83,정상주문
ORD0012597,3829.08,13.2,10377.14,빠른배송
ORD0012598,4594.69,28.4,1688.49,정상주문
ORD0012599,6868.24,16.0,9839.83,빠른배송
ORD0012600,4361.69,44.8,14643.12,선물포장
ORD0012601,9286.38,38.0,3408.59,카드결제
ORD0012602,3493.99,20.2,7511.15,선물포장
ORD0012603,165.88,47.2,9006.79,선물포장
ORD0012604,6908.92,14.1,7111.64,선물포장
ORD0012605,6708.13,0.6,10716.58,빠른배송
ORD0012606,384.25,38.0,5104.25,카드결제
ORD0012607,1844.37,17.0,5505.31,빠른배송
ORD0012608,3542.92,7.5,3338.39,정상주문
ORD0012609,4705.35,13.8,2027.94,카드결제
ORD0012610,6851.90,2.7,279.08,선물포장
ORD0012611,8418.29,9.3,14540.02,카드결제
ORD0012612,381.69,4.7,682.23,카드결제
ORD0012613,4894.44,11.4,601.25,선물포장
ORD0012614,555.88,8.3,8622.26,카드결제
ORD0012615,8575.11,8.5,8972.68,빠른배송
ORD0012616,6090.71,41.7,7749.68,빠른배송
ORD0012617,7779.07,6.8,11576.78,배송전연락
ORD0012618,2632.15,42.4,1841.61,선물포장
ORD0012619,1619.74,41.8,5946.64,빠른배송
ORD0012620,2729.18,34.5,7157.43,배송전연락
ORD0012621,9577.46,16.6,11656.41,선물포장
ORD0012622,8381.58,6.6,5055.98,카드결제
ORD0012623,3097.02,42.1,2005.76,정상주문
ORD0012624,8605.62,20.7,6108.84,카드결제
ORD0012625,2956.61,10.9,14966.39,카드결제
ORD0012626,1100.89,26.8,369.31,배송전연락
ORD0012627,4322.74,2.8,14445.28,선물포장
ORD0012628,1894.52,34.4,14455.01,카드결제
ORD0012629,4401.96,10.6,5995.17,선물포장
ORD0012630,8993.91,33.1,14153.60,빠른배송
ORD0012631,474.55,30.5,6994.77,카드결제
ORD0012632,8867.41,4.9,1450.27,카드결제
ORD0012633,2647.14,15.1,2229.18,빠른배송
ORD0012634,1246.79,6.9,340.72,카드결제
ORD0012635,2875.36,15.1,14305.76,배송전연락
ORD0012636,7759.13,4.4,13030.76,정상주문
ORD0012637,6635.94,39.6,7352.99,선물포장
ORD0012638,8051.39,30.2,157.94,선물포장
ORD0012639,2158.30,21.9,10067.42,빠른배송
ORD0012640,7256.65,48.6,3701.27,카드결제
ORD0012641,6612.00,7.1,2618.95,선물포장
ORD0012642,5740.88,1.7,5080.41,카드결제
ORD0012643,3576.45,2.7,7746.49,선물포장
ORD0012644,927.92,33.6,13093.29,선물포장
ORD0012645,632.95,3.7,9267.00,배송전연락
ORD0012646,7719.68,19.8,12075.07,빠른배송
ORD0012647,9358.90,16.9,5653.23,선물포장
ORD0012648,7965.15,7.9,12789.34,정상주문
ORD0012649,2143.42,38.7,6059.26,배송전연락
ORD0012650,3110.32,30.7,12004.51,카드결제
ORD0012651,3474.38,29.8,10335.82,카드결제
ORD0012652,3178.34,43.9,7130.08,정상주문
ORD0012653,3050.57,22.8,3914.14,배송전연락
ORD0012654,7658.64,3.4,953.79,선물포장
ORD0012655,2225.43,47.3,755.15,카드결제
ORD0012656,4583.81,8.7,11579.37,정상주문
ORD0012657,2346.31,44.4,6841.64,배송전연락
ORD0012658,3178.70,23.2,14574.45,카드결제
ORD0012659,4709.76,38.6,10889.92,선물포장
ORD0012660,9559.62,34.8,12530.27,카드결제
ORD0012661,5449.09,15.9,2741.87,배송전연락
ORD0012662,2074.18,37.1,606.69,배송전연락
ORD0012663,4436.60,33.3,6336.93,선물포장
ORD0012664,8359.96,26.8,2258.15,배송전연락
ORD0012665,7830.19,25.2,13414.04,배송전연락
ORD0012666,6870.32,43.2,13207.31,정상주문
ORD0012667,9776.69,16.9,4750.86,배송전연락
ORD0012668,340.99,17.3,9878.70,카드결제
ORD0012669,2663.09,23.9,7182.64,정상주문
ORD0012670,8443.10,41.7,10166.11,빠른배송
ORD0012671,6534.20,7.2,9382.78,정상주문
ORD0012672,8129.60,28.5,3577.39,빠른배송
ORD0012673,7853.54,42.4,4543.70,선물포장
ORD0012674,8667.60,5.9,14091.82,빠른배송
ORD0012675,2090.85,27.7,11307.60,카드결제
ORD0012676,4072.19,28.2,11736.66,빠른배송
ORD0012677,2270.86,37.3,3967.08,빠른배송
ORD0012678,7043.75,47.1,5870.16,정상주문
ORD0012679,7655.22,48.9,12239.53,정상주문
ORD0012680,1089.38,39.3,13514.59,빠른배송
ORD0012681,8842.20,13.2,10129.77,카드결제
ORD0012682,7619.70,28.1,531.76,빠른배송
ORD0012683,1911.42,28.0,3944.88,배송전연락
ORD0012684,3906.08,1.5,14649.35,선물포장
ORD0012685,3781.27,5.4,5257.05,카드결제
ORD0012686,5042.05,23.2,5052.91,카드결제
ORD0012687,6310.55,47.0,6554.25,선물포장
ORD0012688,2980.48,13.4,10992.40,카드결제
ORD0012689,593.87,20.1,8752.77,정상주문
ORD0012690,7396.98,8.7,1183.09,선물포장
ORD0012691,4006.15,8.6,1372.42,빠른배송
ORD0012692,6692.66,13.4,8182.53,선물포장
ORD0012693,6846.36,44.0,11636.48,정상주문
ORD0012694,9133.20,33.8,1155.30,배송전연락
ORD0012695,4404.40,45.8,1958.75,카드결제
ORD0012696,9735.40,19.8,4692.94,선물포장
ORD0012697,9010.97,37.9,210.11,카드결제
ORD0012698,4314.77,32.1,12887.88,빠른배송
ORD0012699,9113.48,40.2,4062.23,빠른배송
ORD0012700,6268.95,1.8,5014.10,빠른배송
ORD0012701,8949.61,38.8,4581.75,카드결제
ORD0012702,293.86,20.1,10505.03,카드결제
ORD0012703,1863.16,3.9,2645.44,배송전연락
ORD0012704,2197.27,21.6,4895.77,선물포장
ORD0012705,6402.64,33.1,13582.86,빠른배송
ORD0012706,4478.83,37.5,5823.03,빠른배송
ORD0012707,2456.22,17.7,11927.62,배송전연락
ORD0012708,1945.68,45.3,11440.37,카드결제
ORD0012709,182.99,6.5,3684.43,선물포장
ORD0012710,6866.65,38.9,14403.73,카드결제
ORD0012711,530.58,44.6,4096.50,정상주문
ORD0012712,561.95,39.0,12845.47,선물포장
ORD0012713,6793.40,42.5,6320.33,빠른배송
ORD0012714,2632.12,1.6,12578.47,배송전연락
ORD0012715,7568.54,47.9,5849.77,정상주문
ORD0012716,4610.47,41.4,4238.77,빠른배송
ORD0012717,3478.45,8.7,12171.95,정상주문
ORD0012718,1719.93,14.7,7640.97,카드결제
ORD0012719,8640.15,49.1,12231.40,배송전연락
ORD0012720,1234.72,24.0,2404.97,빠른배송
ORD0012721,6255.53,30.5,5176.81,선물포장
ORD0012722,6577.37,23.2,3814.87,선물포장
ORD0012723,5738.09,1.1,952.39,배송전연락
ORD0012724,6004.10,31.7,8361.35,선물포장
ORD0012725,8613.06,30.1,4466.30,카드결제
ORD0012726,2322.38,37.4,2018.33,카드결제
ORD0012727,2020.97,43.1,12011.57,선물포장
ORD0012728,3539.17,5.3,3527.64,선물포장
ORD0012729,418.98,13.3,8556.35,카드결제
ORD0012730,7866.65,7.8,10381.56,배송전연락
ORD0012731,569.95,7.7,14788.43,배송전연락
ORD0012732,4621.14,4.9,2068.20,빠른배송
ORD0012733,1976.30,36.9,9680.00,빠른배송
ORD0012734,1649.87,39.1,528.43,정상주문
ORD0012735,9309.46,4.3,11506.53,정상주문
ORD0012736,1853.27,10.9,8023.19,빠른배송
ORD0012737,5248.99,41.7,1707.33,카드결제
ORD0012738,4106.51,10.8,7270.70,선물포장
ORD0012739,5024.56,30.0,11804.45,선물포장
ORD0012740,1752.38,35.5,5044.61,정상주문
ORD0012741,8432.27,12.1,9739.06,선물포장
ORD0012742,3403.91,15.7,104.75,빠른배송
ORD0012743,2691.03,31.2,4916.06,배송전연락
ORD0012744,3602.85,3.0,8023.52,배송전연락
ORD0012745,5666.41,43.6,14150.44,선물포장
ORD0012746,6783.14,38.8,4941.74,선물포장
ORD0012747,4855.34,6.1,5510.63,빠른배송
ORD0012748,1974.87,25.2,4307.74,선물포장
ORD0012749,9805.60,14.9,8110.63,배송전연락
ORD0012750,3662.98,2.2,13162.02,배송전연락
ORD0012751,7292.94,34.5,6637.30,카드결제
ORD0012752,2959.30,1.0,8445.77,배송전연락
ORD0012753,8719.89,2.6,14311.15,배송전연락
ORD0012754,9065.89,39.8,10118.05,선물포장
ORD0012755,6848.35,47.6,11980.51,카드결제
ORD0012756,2900.38,32.5,5474.25,정상주문
ORD0012757,7528.59,25.2,10898.63,선물포장
ORD0012758,5812.52,14.9,13784.05,선물포장
ORD0012759,8580.55,7.5,173.82,정상주문
ORD0012760,6520.16,39.4,9602.32,정상주문
ORD0012761,3205.06,47.3,4026.04,정상주문
ORD0012762,5905.54,25.0,7681.13,정상주문
ORD0012763,8599.77,23.7,2232.65,정상주문
ORD0012764,7308.81,46.3,5603.07,선물포장
ORD0012765,3377.73,2.1,1316.91,카드결제
ORD0012766,1734.31,19.9,1387.24,정상주문
ORD0012767,8462.96,2.7,8986.18,정상주문
ORD0012768,9369.20,25.2,6675.94,카드결제
ORD0012769,2945.29,34.1,9646.17,선물포장
ORD0012770,1087.32,49.3,13864.77,선물포장
ORD0012771,3287.11,4.3,13974.22,선물포장
ORD0012772,5996.51,31.6,1954.16,빠른배송
ORD0012773,9853.61,2.7,8936.97,정상주문
ORD0012774,5202.91,14.3,11532.82,빠른배송
ORD0012775,7438.53,34.8,3771.11,정상주문
ORD0012776,1324.18,27.1,11916.10,빠른배송
ORD0012777,3470.99,19.4,8303.02,빠른배송
ORD0012778,5707.88,37.5,1393.06,배송전연락
ORD0012779,8873.89,9.2,8571.36,정상주문
ORD0012780,6711.70,47.9,7931.75,카드결제
ORD0012781,4750.30,20.4,3420.76,선물포장
ORD0012782,9857.77,12.9,3024.93,선물포장
ORD0012783,7815.24,10.3,6360.29,선물포장
ORD0012784,1737.18,6.1,4806.66,선물포장
ORD0012785,8871.52,0.9,4418.83,빠른배송
ORD0012786,470.70,14.3,11103.82,배송전연락
ORD0012787,4518.52,39.9,8738.61,빠른배송
ORD0012788,5161.54,39.9,3230.74,빠른배송
ORD0012789,6997.23,39.8,5927.64,배송전연락
ORD0012790,802.15,8.8,11210.87,빠른배송
ORD0012791,7197.62,9.5,1172.23,빠른배송
ORD0012792,2596.53,11.6,3395.74,빠른배송
ORD0012793,8007.76,49.7,777.87,선물포장
ORD0012794,5763.03,4.1,977.37,선물포장
ORD0012795,4007.50,38.0,2922.64,빠른배송
ORD0012796,2161.41,43.5,4417.43,배송전연락
ORD0012797,8903.77,20.9,9170.46,빠른배송
ORD0012798,8413.62,42.7,4207.54,빠른배송
ORD0012799,3908.86,47.6,13246.23,카드결제
ORD0012800,4460.57,NO_DISCOUNT,13731.76,카드결제
ORD0012801,9079.14,4.2,2616.25,정상주문
ORD0012802,1766.68,28.4,8359.23,빠른배송
ORD0012803,2219.40,20.0,5692.49,정상주문
ORD0012804,5787.41,28.0,5613.77,정상주문
ORD0012805,4403.99,44.9,9324.49,정상주문
ORD0012806,5484.54,13.8,11805.33,정상주문
ORD0012807,366.30,38.0,924.63,배송전연락
ORD0012808,4141.53,4.7,8328.93,배송전연락
ORD0012809,1154.66,19.4,5606.82,선물포장
ORD0012810,2803.48,35.3,7390.70,정상주문
ORD0012811,1845.60,2.9,5814.48,배송전연락
ORD0012812,1136.70,23.3,8964.55,배송전연락
ORD0012813,1936.78,29.3,13109.78,배송전연락
ORD0012814,1587.27,0.8,14937.69,정상주문
ORD0012815,9316.46,34.2,311.14,빠른배송
ORD0012816,4913.41,32.2,5325.91,빠른배송
ORD0012817,8765.03,43.0,9956.06,정상주문
ORD0012818,5591.69,43.4,2123.69,카드결제
ORD0012819,1585.62,2.9,14967.14,배송전연락
ORD0012820,9153.98,18.8,13248.79,빠른배송
ORD0012821,4928.09,23.2,10482.93,정상주문
ORD0012822,1090.46,3.1,13547.29,빠른배송
ORD0012823,5102.40,2.0,8458.74,정상주문
ORD0012824,3266.72,44.2,1338.75,정상주문
ORD0012825,274.49,47.1,11544.21,정상주문
ORD0012826,7525.33,3.3,5945.31,카드결제
ORD0012827,3554.61,29.4,7352.34,선물포장
ORD0012828,6889.46,5.6,8496.91,빠른배송
ORD0012829,9489.72,38.5,9264.55,정상주문
ORD0012830,8640.07,11.0,3097.32,카드결제
ORD0012831,5404.15,24.4,8889.10,정상주문
ORD0012832,7405.36,34.8,13358.44,정상주문
ORD0012833,4219.65,8.6,5310.89,빠른배송
ORD0012834,7677.74,7.0,14894.63,정상주문
ORD0012835,6921.79,0.1,6084.07,정상주문
ORD0012836,8845.51,4.9,8843.16,배송전연락
ORD0012837,9181.87,3.3,7503.55,빠른배송
ORD0012838,2147.54,46.7,11180.22,배송전연락
ORD0012839,3823.64,44.6,2966.34,정상주문
ORD0012840,7680.01,18.4,3280.42,빠른배송
ORD0012841,6667.56,33.8,8437.43,선물포장
ORD0012842,5925.17,47.1,425.78,카드결제
ORD0012843,7913.38,25.6,9158.57,선물포장
ORD0012844,1012.98,5.0,13670.98,정상주문
ORD0012845,5821.07,35.0,7577.30,정상주문
ORD0012846,8788.24,25.5,6426.09,빠른배송
ORD0012847,446.95,40.1,633.42,빠른배송
ORD0012848,8164.02,4.2,6381.04,배송전연락
ORD0012849,5346.11,7.7,11712.60,빠른배송
ORD0012850,3855.64,24.3,8984.89,빠른배송
ORD0012851,7627.10,31.0,11272.37,카드결제
ORD0012852,8142.52,24.6,9352.68,빠른배송
ORD0012853,4484.05,16.8,628.99,선물포장
ORD0012854,4589.61,29.3,8290.97,정상주문
ORD0012855,5238.15,33.3,1766.27,빠른배송
ORD0012856,4761.66,30.7,2959.91,선물포장
ORD0012857,4035.86,12.5,211.41,배송전연락
ORD0012858,350.63,5.8,9115.20,선물포장
ORD0012859,2617.04,25.0,3655.80,정상주문
ORD0012860,1166.49,45.0,586.36,정상주문
ORD0012861,7259.20,23.0,1243.73,배송전연락
ORD0012862,1681.62,25.8,9776.59,카드결제
ORD0012863,1053.85,13.2,447.39,배송전연락
ORD0012864,7737.23,14.2,8302.71,배송전연락
ORD0012865,6836.97,45.5,64.94,배송전연락
ORD0012866,9360.87,33.6,6939.59,배송전연락
ORD0012867,101.77,13.2,13542.34,빠른배송
ORD0012868,8763.38,44.8,3824.51,빠른배송
ORD0012869,9944.25,32.7,13031.58,배송전연락
ORD0012870,3185.01,14.6,2937.12,카드결제
ORD0012871,9292.31,16.5,2251.05,카드결제
ORD0012872,3806.68,10.8,5155.09,빠른배송
ORD0012873,5895.72,25.3,6382.10,빠른배송
ORD0012874,954.20,38.3,4555.46,선물포장
ORD0012875,9445.19,27.5,5601.27,빠른배송
ORD0012876,6776.40,30.3,7486.41,선물포장
ORD0012877,4185.52,31.7,14693.08,카드결제
ORD0012878,6621.09,5.7,8739.38,빠른배송
ORD0012879,7161.21,18.1,5035.93,카드결제
ORD0012880,6489.28,45.5,4795.77,카드결제
ORD0012881,9115.69,23.6,5498.04,정상주문
ORD0012882,5465.95,24.5,12974.20,배송전연락
ORD0012883,4245.92,22.9,6077.83,카드결제
ORD0012884,9378.53,16.5,12849.80,선물포장
ORD0012885,7207.65,7.5,162.13,선물포장
ORD0012886,6513.21,35.5,4868.85,빠른배송
ORD0012887,1798.56,20.9,9975.92,빠른배송
ORD0012888,2568.71,13.7,351.49,선물포장
ORD0012889,6645.15,31.4,3709.72,빠른배송
ORD0012890,8764.40,17.4,8461.53,선물포장
ORD0012891,2253.79,17.6,4082.84,정상주문
ORD0012892,7975.00,30.1,1637.98,정상주문
ORD0012893,8515.30,49.3,13334.74,선물포장
ORD0012894,8683.02,3.8,1104.98,선물포장
ORD0012895,3861.46,15.6,3167.18,빠른배송
ORD0012896,4071.62,35.9,10156.29,정상주문
ORD0012897,9444.41,15.7,9633.53,빠른배송
ORD0012898,6577.48,12.4,3490.75,정상주문
ORD0012899,1230.28,24.2,2806.10,정상주문
ORD0012900,7929.28,12.1,10122.04,배송전연락
ORD0012901,8540.01,38.9,10924.91,카드결제
ORD0012902,5288.84,29.3,8481.96,선물포장
ORD0012903,9458.33,11.8,5891.98,배송전연락
ORD0012904,3223.54,3.2,11475.17,선물포장
ORD0012905,1015.89,35.7,4748.57,정상주문
ORD0012906,7049.12,10.6,1484.94,카드결제
ORD0012907,8727.34,13.8,12483.84,정상주문
ORD0012908,7978.46,25.5,7858.10,카드결제
ORD0012909,1096.89,37.4,1301.95,카드결제
ORD0012910,8008.62,39.5,6014.19,선물포장
ORD0012911,8866.77,30.4,1564.67,배송전연락
ORD0012912,3018.17,9.8,10348.88,정상주문
ORD0012913,5523.91,9.9,13663.00,선물포장
ORD0012914,3642.41,25.7,11818.50,정상주문
ORD0012915,2868.46,6.7,6746.37,배송전연락
ORD0012916,7794.33,7.6,6961.42,카드결제
ORD0012917,3333.81,41.6,3102.38,빠른배송
ORD0012918,5817.31,4.7,2680.10,배송전연락
ORD0012919,8980.06,35.3,7523.38,선물포장
ORD0012920,9019.85,35.1,204.37,정상주문
ORD0012921,6459.36,6.1,8270.25,배송전연락
ORD0012922,7448.79,28.5,1757.97,카드결제
ORD0012923,6771.23,35.6,11933.70,빠른배송
ORD0012924,5355.16,18.4,6533.13,배송전연락
ORD0012925,7823.88,22.0,9397.73,정상주문
